Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00    1799/19749853     mpfr::enable_if<mpfr::type_traits<mpfr::result_type2<mpfr::real<512l, (mpfr_rnd_t)0>, double, true>::type, mpfr::real<512l, (mpfr_rnd_t)0>, true>::enable_compar_ops&&mpfr::type_traits<mpfr::result_type2<mpfr::real<512l, (mpfr_rnd_t)0>, double, true>::type, double, true>::enable_compar_ops, int>::type mpfr::operator< <mpfr::real<512l, (mpfr_rnd_t)0>, double>(mpfr::real<512l, (mpfr_rnd_t)0> const&, double const&) [139]
                0.00    0.00    1956/19749853     FiniteVolume::computeBorderV(Vertex*, Vertex*) [108]
                0.00    0.00    2037/19749853     Utils::printValuesVertices(Vertex*, std::string) [43]
                0.00    0.00    2334/19749853     Triangle::getSmallerEdge() [103]
                0.00    0.00    2408/19749853     Triangle::getNearestVertexInsideTriangle(mpfr::real<512l, (mpfr_rnd_t)0>&, mpfr::real<512l, (mpfr_rnd_t)0>&, Triangle*) [113]
                0.00    0.00    3268/19749853     FiniteVolume::solve(Vertex*, mpfr::real<512l, (mpfr_rnd_t)0>&) [25]
                0.00    0.00    3325/19749853     Mesh::movingMesh(std::list<mpfr::real<512l, (mpfr_rnd_t)0>* (*)(Vertex*, mpfr::real<512l, (mpfr_rnd_t)0>), std::allocator<mpfr::real<512l, (mpfr_rnd_t)0>* (*)(Vertex*, mpfr::real<512l, (mpfr_rnd_t)0>)> >, bool, std::string) [82]
                0.00    0.00    3579/19749853     Adjacency::~Adjacency() [42]
                0.00    0.00    3612/19749853     Mesh::insertVertice(Vertex*, Triangle*) [5]
                0.00    0.00    3708/19749853     Utils::printValuesTriangles(std::list<Triangle*, std::allocator<Triangle*> >&, std::string) [45]
                0.00    0.00    3728/19749853     Utils::distance(mpfr::real<512l, (mpfr_rnd_t)0>&, mpfr::real<512l, (mpfr_rnd_t)0>&, mpfr::real<512l, (mpfr_rnd_t)0>&, mpfr::real<512l, (mpfr_rnd_t)0>&) [89]
                0.00    0.00    4750/19749853     mpfr::enable_if<mpfr::type_traits<mpfr::result_type2<mpfr::real<512l, (mpfr_rnd_t)0>, int, true>::type, mpfr::real<512l, (mpfr_rnd_t)0>, true>::enable_compar_ops&&mpfr::type_traits<mpfr::result_type2<mpfr::real<512l, (mpfr_rnd_t)0>, int, true>::type, int, true>::enable_compar_ops, int>::type mpfr::operator==<mpfr::real<512l, (mpfr_rnd_t)0>, int>(mpfr::real<512l, (mpfr_rnd_t)0> const&, int const&) [136]
                0.00    0.00    5402/19749853     Triangle::setVertices(Vertex*, Vertex*, Vertex*) [92]
                0.00    0.00    6375/19749853     mpfr::enable_if<mpfr::type_traits<mpfr::result_type2<mpfr::real<512l, (mpfr_rnd_t)0>, double, true>::type, mpfr::real<512l, (mpfr_rnd_t)0>, true>::enable_compar_ops&&mpfr::type_traits<mpfr::result_type2<mpfr::real<512l, (mpfr_rnd_t)0>, double, true>::type, double, true>::enable_compar_ops, int>::type mpfr::operator==<mpfr::real<512l, (mpfr_rnd_t)0>, double>(mpfr::real<512l, (mpfr_rnd_t)0> const&, double const&) [135]
                0.00    0.00    7846/19749853     mpfr::enable_if<mpfr::type_traits<mpfr::result_type2<mpfr::real<512l, (mpfr_rnd_t)0>, int, true>::type, mpfr::real<512l, (mpfr_rnd_t)0>, true>::enable_compar_ops&&mpfr::type_traits<mpfr::result_type2<mpfr::real<512l, (mpfr_rnd_t)0>, int, true>::type, int, true>::enable_compar_ops, int>::type mpfr::operator><mpfr::real<512l, (mpfr_rnd_t)0>, int>(mpfr::real<512l, (mpfr_rnd_t)0> const&, int const&) [132]
                0.00    0.00    8460/19749853     getTriangle(Adjacency*) [101]
                0.00    0.00    8596/19749853     mpfr::enable_if<mpfr::type_traits<mpfr::result_type2<mpfr::real<512l, (mpfr_rnd_t)0>, int, true>::type, mpfr::real<512l, (mpfr_rnd_t)0>, true>::enable_compar_ops&&mpfr::type_traits<mpfr::result_type2<mpfr::real<512l, (mpfr_rnd_t)0>, int, true>::type, int, true>::enable_compar_ops, int>::type mpfr::operator>=<mpfr::real<512l, (mpfr_rnd_t)0>, int>(mpfr::real<512l, (mpfr_rnd_t)0> const&, int const&) [129]
                0.00    0.00    9672/19749853     Mesh::maintainsDelaunay(Triangle*, Adjacency*) [10]
                0.00    0.00   10770/19749853     Vertex::~Vertex() [100]
                0.00    0.00   27124/19749853     Utils::areaPolygon(Vertex*) [21]
                0.00    0.00   27840/19749853     FiniteVolume::computeInternalV(Vertex*, Adjacency*) [72]
                0.00    0.00   35837/19749853     monitorFunctionLaplacianSmoothingThompson(Vertex*, mpfr::real<512l, (mpfr_rnd_t)0>) [99]
                0.00    0.00   36117/19749853     Utils::distance(Vertex*, Vertex*) [47]
                0.00    0.00   37814/19749853     Triangle::~Triangle() [118]
                0.00    0.00   40977/19749853     mpfr::enable_if<mpfr::type_traits<mpfr::result_type2<mpfr::real<512l, (mpfr_rnd_t)0>, int, true>::type, mpfr::real<512l, (mpfr_rnd_t)0>, true>::enable_compar_ops&&mpfr::type_traits<mpfr::result_type2<mpfr::real<512l, (mpfr_rnd_t)0>, int, true>::type, int, true>::enable_compar_ops, int>::type mpfr::operator< <mpfr::real<512l, (mpfr_rnd_t)0>, int>(mpfr::real<512l, (mpfr_rnd_t)0> const&, int const&) [117]
                0.00    0.00   58874/19749853     Utils::areaVertices(std::list<mpfr::real<512l, (mpfr_rnd_t)0>*, std::allocator<mpfr::real<512l, (mpfr_rnd_t)0>*> >&) [95]
                0.00    0.00   63750/19749853     Triangle::updateRadiusEdge() [66]
                0.00    0.00   78152/19749853     FiniteVolume::distCircuncenterTrianglesShareInterface(Vertex*, Vertex*) [84]
                0.00    0.00   81030/19749853     Utils::orientation(Vertex*, Vertex*, Vertex*) [93]
                0.00    0.00  130095/19749853     Utils::orientation(mpfr::real<512l, (mpfr_rnd_t)0>&, mpfr::real<512l, (mpfr_rnd_t)0>&, Vertex*, Vertex*) [87]
                0.00    0.00  138472/19749853     Triangle::isInside(mpfr::real<512l, (mpfr_rnd_t)0>&, mpfr::real<512l, (mpfr_rnd_t)0>&) [38]
                0.00    0.00  242250/19749853     Triangle::updateAngle() [63]
                0.00    0.00  262094/19749853     Utils::distanceSQR(mpfr::real<512l, (mpfr_rnd_t)0>&, mpfr::real<512l, (mpfr_rnd_t)0>&, mpfr::real<512l, (mpfr_rnd_t)0>&, mpfr::real<512l, (mpfr_rnd_t)0>&) [41]
                0.00    0.00  303426/19749853     Mesh::isEncroached(mpfr::real<512l, (mpfr_rnd_t)0>&, mpfr::real<512l, (mpfr_rnd_t)0>&, Adjacency*) [33]
                0.00    0.00  318750/19749853     Triangle::updateCcenter() [74]
                0.00    0.00  327117/19749853     Utils::distanceSQR(mpfr::real<512l, (mpfr_rnd_t)0>&, mpfr::real<512l, (mpfr_rnd_t)0>&, Vertex*) [81]
                0.00    0.00  394863/19749853     Utils::distanceSQR(Vertex*, Vertex*) [40]
                0.06    0.00 17044032/19749853     ConjugateGradient::solve(Vertex*, int) [3]
[16]     5.6    0.08    0.00 19749853         mpfr::real<512l, (mpfr_rnd_t)0>::~real() [16]
-----------------------------------------------
                0.00    0.00       2/5013        Mesh::createInitialTriangulation() [133]
                0.00    0.00     206/5013        Mesh::splitEdge(Vertex*, Adjacency*) [39]
                0.00    0.02    1767/5013        Mesh::splitTriangle(Vertex*, Triangle*) [7]
                0.01    0.04    3038/5013        Mesh::swap(Adjacency*) [11]
[17]     5.0    0.01    0.06    5013         Mesh::createTriangle(Vertex*, Vertex*, Vertex*) [17]
                0.03    0.00 3149688/7707626     std::_List_iterator<Triangle*>::operator++() [13]
                0.00    0.02    5013/5402        Triangle::Triangle(Vertex*, Vertex*, Vertex*) [34]
                0.00    0.00 3154701/7838815     std::_List_iterator<Triangle*>::operator!=(std::_List_iterator<Triangle*> const&) const [61]
                0.00    0.00    5013/76778       std::list<Triangle*, std::allocator<Triangle*> >::begin() [62]
                0.00    0.00 3154701/4076285     std::list<Triangle*, std::allocator<Triangle*> >::end() [158]
                0.00    0.00   25065/81994       std::list<Triangle*, std::allocator<Triangle*> >::push_back(Triangle* const&) [191]
-----------------------------------------------
                0.00    0.00      17/3747        Mesh::removeTriangles(bool (*)(Triangle*)) [105]
                0.00    0.00     103/3747        Mesh::splitEdge(Vertex*, Adjacency*) [39]
                0.00    0.01     589/3747        Mesh::splitTriangle(Vertex*, Triangle*) [7]
                0.00    0.04    3038/3747        Mesh::swap(Adjacency*) [11]
[18]     3.9    0.00    0.05    3747         Mesh::deleteTriangle(Triangle*) [18]
                0.00    0.05   26229/26239       std::list<Triangle*, std::allocator<Triangle*> >::remove(Triangle* const&) [19]
                0.00    0.00   11241/42881       Vertex::getAdjacency(Vertex*) [71]
                0.00    0.00    3747/5402        Triangle::~Triangle() [118]
                0.00    0.00   11241/95790       Triangle::getVertex(int) [175]
                0.00    0.00   11241/68286       Triangle::getNeighbor(int) [193]
                0.00    0.00   11138/11144       Adjacency::removeTriangle(Triangle*) [289]
                0.00    0.00    9366/9366        Triangle::replaceNeighbor(Triangle*, Triangle*) [298]
-----------------------------------------------
                0.00    0.00      10/26239       Mesh::insertCircuncenterOff(Triangle*, mpfr::real<512l, (mpfr_rnd_t)0>*) [6]
                0.00    0.05   26229/26239       Mesh::deleteTriangle(Triangle*) [18]
[19]     3.7    0.00    0.05   26239         std::list<Triangle*, std::allocator<Triangle*> >::remove(Triangle* const&) [19]
                0.04    0.00 3817289/7707626     std::_List_iterator<Triangle*>::operator++() [13]
                0.00    0.00 3869767/7838815     std::_List_iterator<Triangle*>::operator!=(std::_List_iterator<Triangle*> const&) const [61]
                0.00    0.00   26239/76778       std::list<Triangle*, std::allocator<Triangle*> >::begin() [62]
                0.00    0.00 3835596/4700335     std::_List_iterator<Triangle*>::operator*() const [156]
                0.00    0.00   26239/4076285     std::list<Triangle*, std::allocator<Triangle*> >::end() [158]
                0.00    0.00   18307/182295      Triangle** std::__addressof<Triangle*>(Triangle*&) [165]
                0.00    0.00   18307/18307       Triangle* const* std::__addressof<Triangle* const>(Triangle* const&) [257]
                0.00    0.00   18307/20459       std::list<Triangle*, std::allocator<Triangle*> >::_M_erase(std::_List_iterator<Triangle*>) [253]
-----------------------------------------------
                0.00    0.00      30/7838529     Mesh::deleteVertex(Vertex*) [114]
                0.00    0.00     751/7838529     Mesh::applyRefinement(bool (*)(Adjacency*), Triangle* (*)(Adjacency*)) [14]
                0.00    0.00    1492/7838529     Mesh::movingMesh(std::list<mpfr::real<512l, (mpfr_rnd_t)0>* (*)(Vertex*, mpfr::real<512l, (mpfr_rnd_t)0>), std::allocator<mpfr::real<512l, (mpfr_rnd_t)0>* (*)(Vertex*, mpfr::real<512l, (mpfr_rnd_t)0>)> >, bool, std::string) [82]
                0.00    0.00    1945/7838529     Mesh::~Mesh() [67]
                0.00    0.00    3175/7838529     monitorFunctionLaplacianSmoothingThompson(Vertex*, mpfr::real<512l, (mpfr_rnd_t)0>) [99]
                0.00    0.00    8068/7838529     Mesh::cuthillMcKee(bool, int) [91]
                0.00    0.00   10559/7838529     std::list<Adjacency*, std::allocator<Adjacency*> >::remove(Adjacency* const&) [36]
                0.00    0.00   11403/7838529     FiniteVolume::solve(Vertex*, mpfr::real<512l, (mpfr_rnd_t)0>&) [25]
                0.00    0.00   26640/7838529     Utils::findPseudoPeripheral(Mesh&) [94]
                0.00    0.00   44644/7838529     std::list<Adjacency*, std::allocator<Adjacency*> >::push_back(Adjacency* const&) [110]
                0.00    0.00  153095/7838529     Vertex::getAdjacency(Vertex*) [71]
                0.03    0.02 7576727/7838529     ConjugateGradient::solve(Vertex*, int) [3]
[20]     3.5    0.03    0.02 7838529         std::list<Adjacency*, std::allocator<Adjacency*> >::end() [20]
                0.02    0.00 7838529/9054384     std::_List_iterator<Adjacency*>::_List_iterator(std::__detail::_List_node_base*) [35]
-----------------------------------------------
                0.00    0.01     679/2313        Utils::printValuesVertices(Vertex*, std::string) [43]
                0.00    0.03    1634/2313        FiniteVolume::areaDivDeltaT(Vertex*, mpfr::real<512l, (mpfr_rnd_t)0>&) [29]
[21]     3.0    0.00    0.04    2313         Utils::areaPolygon(Vertex*) [21]
                0.00    0.03    2313/2313        Utils::getTrianglesWithVertex(std::list<Triangle*, std::allocator<Triangle*> >&, Vertex*) [30]
                0.00    0.01    2313/2313        std::list<mpfr::real<512l, (mpfr_rnd_t)0>*, std::allocator<mpfr::real<512l, (mpfr_rnd_t)0>*> >::clear() [78]
                0.00    0.01    2313/2313        std::list<mpfr::real<512l, (mpfr_rnd_t)0>*, std::allocator<mpfr::real<512l, (mpfr_rnd_t)0>*> >::~list() [79]
                0.00    0.00    2313/17544       std::list<Triangle*, std::allocator<Triangle*> >::~list() [65]
                0.00    0.00    2313/2315        std::list<Triangle*, std::allocator<Triangle*> >::clear() [90]
                0.00    0.00    2313/2313        Utils::areaVertices(std::list<mpfr::real<512l, (mpfr_rnd_t)0>*, std::allocator<mpfr::real<512l, (mpfr_rnd_t)0>*> >&) [95]
                0.00    0.00    2313/2313        Utils::getCcentersTriangles(std::list<mpfr::real<512l, (mpfr_rnd_t)0>*, std::allocator<mpfr::real<512l, (mpfr_rnd_t)0>*> >&, std::list<Triangle*, std::allocator<Triangle*> >&) [102]
                0.00    0.00   27124/19749853     mpfr::real<512l, (mpfr_rnd_t)0>::~real() [16]
                0.00    0.00   15875/47625       std::list<mpfr::real<512l, (mpfr_rnd_t)0>*, std::allocator<mpfr::real<512l, (mpfr_rnd_t)0>*> >::end() [197]
                0.00    0.00   15875/31750       std::_List_iterator<mpfr::real<512l, (mpfr_rnd_t)0>*>::operator!=(std::_List_iterator<mpfr::real<512l, (mpfr_rnd_t)0>*> const&) const [216]
                0.00    0.00   13562/29437       std::_List_iterator<mpfr::real<512l, (mpfr_rnd_t)0>*>::operator*() const [221]
                0.00    0.00   13562/27124       std::_List_iterator<mpfr::real<512l, (mpfr_rnd_t)0>*>::operator++(int) [228]
                0.00    0.00    2313/17543       std::list<Triangle*, std::allocator<Triangle*> >::list() [265]
                0.00    0.00    2313/2313        std::list<mpfr::real<512l, (mpfr_rnd_t)0>*, std::allocator<mpfr::real<512l, (mpfr_rnd_t)0>*> >::list() [369]
                0.00    0.00    2313/4626        std::list<mpfr::real<512l, (mpfr_rnd_t)0>*, std::allocator<mpfr::real<512l, (mpfr_rnd_t)0>*> >::begin() [328]
-----------------------------------------------
                0.00    0.00      30/9413788     Mesh::deleteVertex(Vertex*) [114]
                0.00    0.00     751/9413788     Mesh::applyRefinement(bool (*)(Adjacency*), Triangle* (*)(Adjacency*)) [14]
                0.00    0.00    1492/9413788     Mesh::movingMesh(std::list<mpfr::real<512l, (mpfr_rnd_t)0>* (*)(Vertex*, mpfr::real<512l, (mpfr_rnd_t)0>), std::allocator<mpfr::real<512l, (mpfr_rnd_t)0>* (*)(Vertex*, mpfr::real<512l, (mpfr_rnd_t)0>)> >, bool, std::string) [82]
                0.00    0.00    1945/9413788     Mesh::~Mesh() [67]
                0.00    0.00    3175/9413788     monitorFunctionLaplacianSmoothingThompson(Vertex*, mpfr::real<512l, (mpfr_rnd_t)0>) [99]
                0.00    0.00    8068/9413788     Mesh::cuthillMcKee(bool, int) [91]
                0.00    0.00   11403/9413788     FiniteVolume::solve(Vertex*, mpfr::real<512l, (mpfr_rnd_t)0>&) [25]
                0.00    0.00   26640/9413788     Utils::findPseudoPeripheral(Mesh&) [94]
                0.00    0.00  153095/9413788     Vertex::getAdjacency(Vertex*) [71]
                0.01    0.00 1630462/9413788     std::list<Adjacency*, std::allocator<Adjacency*> >::remove(Adjacency* const&) [36]
                0.03    0.00 7576727/9413788     ConjugateGradient::solve(Vertex*, int) [3]
[22]     3.0    0.04    0.00 9413788         std::_List_iterator<Adjacency*>::operator!=(std::_List_iterator<Adjacency*> const&) const [22]
-----------------------------------------------
                0.00    0.00     978/10523411     FiniteVolume::computeBorderV(Vertex*, Vertex*) [108]
                0.00    0.00    8157/10523411     monitorFunctionLaplacianSmoothingThompson(Vertex*, mpfr::real<512l, (mpfr_rnd_t)0>) [99]
                0.00    0.00    9280/10523411     FiniteVolume::computeInternalV(Vertex*, Adjacency*) [72]
                0.04    0.00 10504996/10523411     ConjugateGradient::solve(Vertex*, int) [3]
[23]     3.0    0.04    0.00 10523411         mpfr::enable_if<mpfr::type_traits<mpfr::real<512l, (mpfr_rnd_t)0>, mpfr::real<512l, (mpfr_rnd_t)0>, true>::enable_arithm_ops&&(!mpfr::type_traits<mpfr::real<512l, (mpfr_rnd_t)0>, mpfr::real<512l, (mpfr_rnd_t)0>, true>::has_add), mpfr::real<512l, (mpfr_rnd_t)0>&>::type mpfr::real<512l, (mpfr_rnd_t)0>::operator+=<mpfr::real<512l, (mpfr_rnd_t)0> >(mpfr::real<512l, (mpfr_rnd_t)0> const&) [23]
-----------------------------------------------
                0.00    0.01     253/642         Mesh::refineTriangle(Triangle*) [15]
                0.00    0.02     389/642         Mesh::refine(mpfr::real<512l, (mpfr_rnd_t)0>&, int) [8]
[24]     2.7    0.00    0.04     642         Mesh::splitEncroachedSegments(mpfr::real<512l, (mpfr_rnd_t)0>, mpfr::real<512l, (mpfr_rnd_t)0>) [24]
                0.00    0.02   33714/33714       Mesh::isEncroached(mpfr::real<512l, (mpfr_rnd_t)0>&, mpfr::real<512l, (mpfr_rnd_t)0>&, Adjacency*) [33]
                0.00    0.01      77/90          Mesh::splitEdge(Vertex*, Adjacency*) [39]
                0.00    0.00   33714/36035       std::list<Adjacency*, std::allocator<Adjacency*> >::front() [96]
                0.00    0.00   33714/33714       std::list<Adjacency*, std::allocator<Adjacency*> >::pop_front() [97]
                0.00    0.00     642/642         std::list<Adjacency*, std::allocator<Adjacency*> >::list(std::list<Adjacency*, std::allocator<Adjacency*> > const&) [116]
                0.00    0.00     154/42881       Vertex::getAdjacency(Vertex*) [71]
                0.00    0.00      77/688         Mesh::createVertex(mpfr::real<512l, (mpfr_rnd_t)0>&, mpfr::real<512l, (mpfr_rnd_t)0>&) [123]
                0.00    0.00     308/19749853     mpfr::real<512l, (mpfr_rnd_t)0>::~real() [16]
                0.00    0.00     154/44644       std::list<Adjacency*, std::allocator<Adjacency*> >::push_back(Adjacency* const&) [110]
                0.00    0.00     154/1421936     mpfr::enable_if<mpfr::type_traits<mpfr::result_type2<mpfr::real<512l, (mpfr_rnd_t)0>, mpfr::real<512l, (mpfr_rnd_t)0>, true>::type, mpfr::real<512l, (mpfr_rnd_t)0>, true>::enable_arithm_ops&&mpfr::type_traits<mpfr::result_type2<mpfr::real<512l, (mpfr_rnd_t)0>, mpfr::real<512l, (mpfr_rnd_t)0>, true>::type, mpfr::real<512l, (mpfr_rnd_t)0>, true>::enable_arithm_ops, mpfr::result_type2<mpfr::real<512l, (mpfr_rnd_t)0>, mpfr::real<512l, (mpfr_rnd_t)0>, true>::type const>::type mpfr::operator+<mpfr::real<512l, (mpfr_rnd_t)0>, mpfr::real<512l, (mpfr_rnd_t)0> >(mpfr::real<512l, (mpfr_rnd_t)0> const&, mpfr::real<512l, (mpfr_rnd_t)0> const&) [70]
